    0.298601174354553223E+01    0.811019047975540161E+05    0.661755204200744629E+00   -0.327395167946815491E+01   -0.164599673564080103E+13   -0.501062788669981796E+01    1
    0.167337888479232788E+01    0.957352770447731018E+05    0.981065034866333008E+00   -0.454978215694427490E+01   -0.575029094721512207E+12   -0.501729455336649544E+01    1
    0.264344912767410278E+01    0.213388940930366516E+05    0.659797549247741699E+00   -0.275860172510147095E+01   -0.892061972452032776E+11   -0.502396122003315870E+01    1
    0.244057649374008179E+01    0.997184770047664642E+05    0.810068845748901367E-01   -0.541721773147583008E+01   -0.286913149310467072E+11   -0.503062788669982464E+01    1
    0.106645238399505615E+01    0.673370803236961365E+05    0.608013033866882324E+00   -0.484018620848655701E+01   -0.114000500067428188E+11   -0.503729455336649234E+01    1
    0.205733495950698853E+01    0.122555899918079376E+05    0.546300947666168213E+00   -0.239570164680480957E+01   -0.626914230025292969E+10   -0.504396122003315295E+01    1
    0.977419137954711914E+00    0.208049953997135162E+05    0.912257254123687744E+00   -0.497506266832351685E+01   -0.480326064614774227E+10   -0.505062788669982510E+01    1
    0.281309616565704346E+01    0.658099530339241028E+04    0.148618042469024658E+00   -0.381935530900955200E+01   -0.449214905868805885E+10   -0.505729455336649369E+01    1
    0.101524257659912109E+01    0.760131023049354553E+05    0.401458621025085449E+00   -0.266496098041534424E+01   -0.423298043887675381E+10   -0.506396122003315341E+01    1
    0.219163799285888672E+01    0.454586903631687164E+05   -0.127417564392089844E+00   -0.243417716026306152E+01   -0.311673036694511318E+10   -0.507062788669982289E+01    1
    0.227203774452209473E+01    0.249467459380626678E+05   -0.116556406021118164E+00   -0.385948452353477478E+01   -0.225885025084264135E+10   -0.507729455336649060E+01    1
    0.589640915393829346E+00    0.342909347236156464E+05    0.679534673690795898E+00   -0.417413145303726196E+01   -0.187815438318632698E+10   -0.508396122003315920E+01    1
    0.292279154062271118E+01    0.609098780095577240E+05   -0.867847263813018799E+00   -0.425314527750015259E+01   -0.133217502337655258E+10   -0.509062788669982957E+01    1
    0.106556510925292969E+01    0.443588458359241486E+05    0.235663235187530518E+00   -0.518221339583396912E+01   -0.109660676126228786E+10   -0.509729455336649107E+01    1
    0.265806287527084351E+01    0.562577972412109375E+04   -0.330077946186065674E+00   -0.378198692202568054E+01   -0.963685612694359899E+09   -0.510396122003315966E+01    1
   -0.130731761455535889E+00    0.347501282095909119E+05    0.769313931465148926E+00   -0.202656185626983643E+01   -0.599664231608206034E+09   -0.511062788669982559E+01    1
    0.163094097375869751E+01    0.406179346442222595E+05   -0.229188978672027588E+00   -0.438250488042831421E+01   -0.503447626331317365E+09   -0.511729455336649153E+01    1
    0.110847079753875732E+01    0.783226757764816284E+05   -0.806827545166015625E-01   -0.241623803973197937E+01   -0.490757638909162045E+09   -0.512396122003315924E+01    1
    0.262867766618728638E+01    0.383162216544151306E+04   -0.193243247270584106E+01   -0.202626708149909973E+01   -0.416218816306958497E+09   -0.513062788669982250E+01    1
    0.209977126121520996E+01    0.591747593581676483E+05   -0.762787461280822754E+00   -0.416333848237991333E+01   -0.263924124270255089E+09   -0.513729455336649465E+01    1
    0.669715046882629395E+00    0.328128601014614105E+05    0.193967401981353760E+00   -0.262539982795715332E+01   -0.263050406204196930E+09   -0.514396122003316059E+01    1
    0.231575345993041992E+01    0.897404134035110474E+05   -0.100467300415039062E+01   -0.409991267323493958E+01   -0.254152312558715105E+09   -0.515062788669982652E+01    1
    0.226819574832916260E+01    0.876507933557033539E+05   -0.979122281074523926E+00   -0.523276507854461670E+01   -0.239614135275082886E+09   -0.515729455336649512E+01    1
    0.242722445726394653E+01    0.425660042226314545E+05   -0.179305344820022583E+01   -0.276678323745727539E+01   -0.235267222576541424E+09   -0.516396122003315927E+01    1
    0.244964611530303955E+01    0.215711614310741425E+05   -0.160533332824707031E+01   -0.333557733893394470E+01   -0.224345257027952909E+09   -0.517062788669982698E+01    1
    0.871578633785247803E+00    0.132764420688152313E+05    0.329293072223663330E+00   -0.263110235333442688E+01   -0.215355879208977520E+09   -0.517729455336649202E+01    1
    0.237071675062179565E+01    0.879202763438224792E+05   -0.164426469802856445E+01   -0.425865733623504639E+01   -0.190979184326917320E+09   -0.518396122003315885E+01    1
    0.228771418333053589E+01    0.709818203210830688E+05   -0.117542958259582520E+01   -0.535985451936721802E+01   -0.179599805766235858E+09   -0.519062788669983188E+01    1
   -0.652428388595581055E+00    0.794017450392246246E+05    0.506604254245758057E+00   -0.439106065034866333E+01   -0.162510056052033871E+09   -0.519729455336649337E+01    1
    0.177613377571105957E+01    0.265877060174942017E+05   -0.595860540866851807E+00   -0.307790100574493408E+01   -0.155541283027128696E+09   -0.520396122003315842E+01    1
    0.130996853113174438E+01    0.905426280021667480E+05   -0.480958640575408936E+00   -0.382990774512290955E+01   -0.136097267249112844E+09   -0.521062788669982879E+01    1
   -0.945660352706909180E+00    0.468413381040096283E+05    0.754360973834991455E+00   -0.406758236885070801E+01   -0.130144423958525956E+09   -0.521729455336649295E+01    1
   -0.162684488296508789E+01    0.961506156086921692E+05    0.807399153709411621E+00   -0.200066152215003967E+01   -0.115750824572072640E+09   -0.522396122003315799E+01    1
    0.209607625007629395E+01    0.625747519135475159E+04   -0.187074881792068481E+01   -0.489944157004356384E+01   -0.115610225509150654E+09   -0.523062788669981948E+01    1
    0.205153977870941162E+01    0.941199153780937195E+05   -0.144182372093200684E+01   -0.509769168496131897E+01   -0.889741785795989633E+08   -0.523729455336648630E+01    1
    0.193341636657714844E+01    0.442772334039211273E+05   -0.109142333269119263E+01   -0.514461824297904968E+01   -0.853135454468168616E+08   -0.524396122003315313E+01    1
    0.171642994880676270E+01    0.390614808857440948E+05   -0.873609185218811035E+00   -0.393681898713111877E+01   -0.748249852556206882E+08   -0.525062788669982083E+01    1
